LessonPlansID,StudentID,TeacherID,attended,student_behaviour,notes,Date
14,67,1,0,1,krRTQe0releA9WQvASDNJ8T44brvk0I8EkJTISrKxaqbVs8KLrs9Mu MLM1K,13/05/2012
14,33,2,1,3,yV1vDVO7JKqFbom4ICnN4 GwR0mfBfexRx1gelzgLlPMoWAnwECvDjUhHM6z,14/06/2022
19,61,13,0,4,jDjcGb8tgnHZcoaSTMrAn9ApoC 7KJ1bU7o5uJcPwz3HaGj2d0Ct86shbPfb,28/04/2014
11,53,12,1,2,2d hHSarA0Aazpag9pRVuICJkp4A odVdXWHd1PmkV rrC9fLCDtNffsGZiZ,17/11/2013
14,46,11,1,0,D1sYW5KIGqua1S3ejgvnU57plXtlseLQHrA3S16ioC5daqYcesFIISzHkfdP,19/05/2019
12,108,20,0,2,WZoHz9V1JhsE1sORHbOP6IRzPkiRnXTK L5qzVRUD9C5LTsYA5YDuzf3GBK ,17/12/2016
3,65,5,1,2,QHqyCKc0x9Mb Z IntwvB91g71GcYTPV8XBJjiguB2lOIV5Ksp1wP2yFghhx,21/10/2010
7,89,7,0,1,MABjHgZBjWDFqp8GXFVBblYjP7BhCpLHWlGv XxPAA4Pd8Gvcac5ry4y2m n,27/11/2010
14,32,9,1,2,xIKU96qQ4YMlY2hXP MX W9WsSLMuM5pqI4PzXotuisPG59rrTkkdjSXbGmj,11/01/2017
10,11,9,1,4,adElXDKc5S TpLvgzlTqTFQLIxSF2WR1kEuNSoYSRYCd 5x95SyX8al2uTmu,28/11/2022
14,17,7,0,4,q1WSbTv78SZOfHYP04u3sSYXacA5lC1kz5hErGHHpqn0W3t2v69HAloYREUH,23/01/2015
16,33,14,1,4,4rsdbvgpUr4EHansEErbuvKT KymBZxsNgvx 0xXni2Pfocf6sNP5UDbTgdE,17/09/2020
15,42,5,0,4,4o1wZv7R2cwEKg7dgrDiyG6oDpb3YhA8Fg38bY3lMxsH8aclKOdZDwafKW v,23/12/2020
4,118,4,0,0,45JraATwToYoAq29HDijNaUSUYddBSIBAZafa9w1wOF6E2RohKbb er52wPA,04/11/2019
20,61,3,0,2,5YcYt0SqWUZhpp 8EodQGWcnNO1jC wnXAlZkLWgxnFcqBi0AEW7f5KmghwK,24/11/2017
9,104,14,1,4,Te4CUobjWPpLDvEUrHIhyWpCThhzRPyYZZr3CAas9asTUZK  F3NALLolLhq,17/01/2021
2,63,12,0,1,fR8AY59kisuEArIMmPVInoME2dBR Rrt9b7NKVDNDuntZCLdyGTB7HrL6liI,15/08/2012
13,103,2,0,2,dL1pJI1h3gsnUbYLBaImG6 4xqf3ji5inFxVaVsHeqlykzD94ssdNaSu MnK,27/08/2014
19,45,1,0,0,H0o4jz8JYAFLyGgQqg4Cv1c1fHJkQAHlQ62JVO4XgmtSepBDoNj9ofTiAKeA,08/01/2012
13,118,7,0,1,zR93q2ULsaajNc3MbF5kN9DJCLx9HPmu2TwXEF1gXKQ3fVww7e8iuj5pbP2L,25/10/2014
16,110,7,1,1,bU7R5vmgSNCtUUl64OVihFOaPTdOqdFL4kF9BppQRFIB6alUbIbtSNXC j8T,28/11/2015
18,89,11,0,0,kyCBsjR3Zh Wd3StUg gUqmoBIfzF5WJztatEivyGJpWbRQgetV5vwcIQsG7,09/01/2015
18,88,6,0,2,zzaczeY MJIAlFdamFhVnUEMCt6qRDv5Vy1fD86dI iFiWdkZl84382vgX13,13/09/2019
12,5,8,0,3,oAL0PvTpAur7ZcBDKymyWoMQpd9CegPL5p8 QRGrA8A2Y2Gfq8WF YOJr2UA,20/11/2014
14,48,19,1,4,D3cOtFnfj7fKk25YstIbQx7tCNFn66zTfrWhmdn7zPtrcAMBg1bLEMEQ17pF,04/08/2016
15,41,6,0,1,mZvx4cU5DeEniTK1ZrhdhcgsYhKBwm9dwfHMwZBSg9twg2iPAefZwMazv nf,07/07/2021
7,58,12,1,4,4rJWlPl48jmFB5QlD0tQk McyrXUjXn5RA3Or9n9Mcr3Sy1NgXVxqTNeLpbp,15/05/2012
20,108,6,1,0,Uw0LU1ll6uXcOHIzynWtS0OeWNWzflTXzBBF7kA3cEAFBbeWYTbfvpY3J2ZW,07/12/2019
11,39,14,0,1,4yVBKbL0WgerCyw3RlTecYTg4CIlQIL358vMADJIOSc4 96yy5YLW2SxrafH,13/08/2011
2,81,1,0,4,H5YOjDVlVtYfAMBWdAVM8y3iUseOR4NPgs3ye 0juNmKwqc0vOkonWDhx6wo,28/01/2018
9,57,3,0,3, L 3NPpS5k PeMghoLAoVWOgPWhDki2MfwqDgHhBSvVagVNzkOC FVylkKU8,02/05/2012
19,86,16,1,1,ZMrJNJd11uMHftP8TMSlYFeiFH6HaKli17Li53O739YifG4R99p6 roYFBge,10/01/2011
13,63,20,1,3,o6QaJmfpvqhMtipwaWImBRGUlCfhVcOvkY150aQgRUfp8SerJOGrSU9E9T0C,11/12/2012
12,14,18,0,3,e6tXkOPcGiwwyL7zbtA adNFx zuVpVJGDKZFcD q8bFXUXOUReW0mMjKvcd,06/03/2013
17,35,5,0,2,qgCSqPSO2aVXSL0TLhJuyYjBdXKjpP6OrnXDxUXqsxJX2M2YvSZzw1DyNJP4,28/09/2016
3,77,11,1,2,qHAFFrwz5tsOGOy1qp1ca8ljyluOVmr6M e79zeN9qvDu1JyUWh3FmyJv5eP,26/08/2021
20,67,15,1,3,e9CagM41VrKQkS2RzxQAKO39KL6kOb sP2x4otJpqaw93Q3QBcvBnAhzrCoI,12/03/2014
10,105,6,1,0,htn1ez7FvLKhlHHGsbif6ffVCodEP hOXs21pSTfsKMDkA3YW8qZg3IfkBJH,18/09/2010
7,60,5,1,4,fv3RkSJm  w8Wm YNvOSf4obwTxVYUj61k3CTIMBuPUDMLMhr1IjH3o64t6n,07/03/2014
1,12,10,0,0,Maur8iveM8f27EfeLFbpCx0C4RT5j3cfh2wOnt alDmnDvKCit3jMF9bZmFS,28/12/2018
3,77,12,0,2,QTNDnqjc1pouAxrv7isn NIBRDC0VMmykfBdLO7ABmmiqtpJT68ssByeVzDa,17/10/2021
5,113,20,1,1,LMatQRVzsf32W0Xctf1cJ9ikmaOdXFTmz1JHbGbaImrRlr8GbpjRst5KYfBC,01/04/2010
5,73,6,1,0,70G6iq25E9i 7Ihe4ylGnWe02W869I0F7wAzxmn6WNi5Z2 VqiW9AaeIPn78,21/12/2018
5,20,12,1,4, oZaLY23KyRlNQvDhy7OCHfMoni1CZCEuPzGyWvPWSEBkBJTNYzm0CmSg LR,13/10/2010
10,36,1,0,4,zfL39BPSuSSg0U2pK8XQKVhZMvIeuyXUMv51VcDWdT2L5 xBDgCvgyCcAxxF,11/04/2013
19,92,14,0,4,DMv0tXOdZZDlgyjUEV822nZeMhBR3HOwW5QFvd5TXB7yoVZujjt9MvnAcbMY,17/06/2013
15,71,20,1,3,p8IJfcN23fZNg 02EyYe9ytsowteIZWrWjmfG6EULy Ahz8zJxEScgBPmvFS,02/04/2015
3,55,17,1,3,qjvJCEfz7sK4I1J6Mhx3giy8C7RK2DwkjLFmQwJIIQOPQMza xBRLZCOZEQM,18/12/2015
20,33,9,0,2,mLmXyS QP4hmvCsF3Jqtd3wfIpVkNRK2mTGKHeesQO1wyQNc7eMtekHF532x,10/10/2010
3,64,9,1,2,fqf29GEjHECRc8nsHArL1Fcr2S2sTsJT6E5ClmdABynAGerQvSRBxINtQUGo,26/10/2019
15,59,2,0,2,S5dcP77AVuQ7aFRT8xOyhE7OS6J3y456Ld8AvaGaFjV3Yv3SD5c2xgzjI0a4,16/11/2017
13,8,10,1,3,AupRNcNtEn0TZWWerV1Dg8nZW6jouS0NsWwmBaZ0UacffoPwkNopbCH44uQU,14/09/2014
2,21,14,1,0,d2IIeNDkRlu8b0khtUAfSmCXSYTORxdtqcc4aU GvZcrB9EIiWkzfCwImQ9G,05/10/2019
13,18,10,0,2,vMT9yE4Pd36bkU9BmQ5d0ZqjaSUdJQtJ  hfITjCUR nS25pk5hUO1C9Vy c,13/10/2020
16,100,5,0,3,SpBCsny770qKCo7a0ssZmUQCbPy6fy557Lqj9mOiw7qkT0UUbbNJ C8toLxN,06/05/2018
10,47,6,1,0,4IgRd qkWNs4aBQnLc4xcegXyFE0VeV3qUSoM JEEORUJnRDfMv9JJQWuesR,22/04/2010
20,70,13,0,2,0V4kEBpjZF5Yl Rh7jEpeprw9jD4FPrADxciG7JNyx9NHQLnfjZ W1rdbLBM,01/06/2022
20,94,14,1,1,8F5EF6HPaTnseV7 CP8WyOFvNluuSd4GPzEGtge4gz1ZxrihZpZtEv6gqgkp,11/06/2020
10,51,9,1,2,kFcchvvnvpNmzIM7qNR0ahPFQMbydYybPIkyR Vuu0IXrQgwf5hKumwIKcLm,18/12/2013
18,75,7,0,2,CkapZulLXogIXQjwG4uTK60DpFZ1fj0Nu xkyLCUI4NXa3uAxDR2n3smu7C2,23/12/2016
5,2,16,0,0,hOXfGNkuxGuXMiQ3Ad5yIPZIDuwhPwDbBWdznoEB3TiXyMv7uJ5gfipFI3YK,07/11/2019
5,99,10,1,3,wlf XLVkG5QDb4FKV3pTeZh8cYm7npern8wqEKmmzDXHlk3iPb3mWnQiKf4E,13/12/2020
16,117,1,0,1,jn3kwRZQJUKfjrbFgfBBvLG6rjcEmIJfShbkowILrQMvNGcy5LnXHFWcp314,13/05/2017
5,105,9,0,4,9a8UhkmFNABuH36yDI43qguRRcfYLQ76W8ed9BYI1SiqB77tJWgoC1HXtSEC,07/01/2018
1,84,1,0,0,q38oqYpRRfdcBLcQa z3PhNDsRUTTH GYGEt1POaFJT8mpnSWKf5mUk42Zk6,04/07/2021
14,49,19,0,3,3vxYDEYMqY8R0Nh Zj8VE53B9KLS12nW8l9esuY15pjJBT ic5T48cODAS2J,01/08/2011
16,104,9,0,0,TurNavhBbV6xr8ipN2x5gT7xuAYFBmcbAoATgFrqyNoMI7R nATWGfTjDYIC,01/01/2013
12,5,6,1,1,SUU Kal5zDBOZsy13gUu0Y75Rxz9qssMC7ggkTSBjwQDCfagQUyGEyxpEmeC,06/06/2014
14,113,14,1,4,gmQTew7ipd4LfXAmeiTFrOPTrdnOsvOt7oEQJ9MuTXAUPnbvmQPYNt5tMbmI,06/05/2011
19,1,19,0,0,Ob7cZS4Tal79f1NsppEc7WDK1M4p7T0qSX13QZbUOYcb1UNDdfpWZkdTIQ0m,07/07/2016
16,5,10,1,1,7 er2BmfdxDFOToyI2 BSZdNrcJPSDln75pdTwV0mRW3uk7V B mj5rXyKHR,25/06/2019
20,107,3,1,4,3VYl7FJEmFUnpJydFNsWUimWDw77l1ehz3DlTEBPPtqh5otke5VVRS3oQzGU,10/07/2019
14,15,20,1,1,FhxAWBseXvvNvP8LQWgad AhLtNem5T8zpknvwS2XEtpw15JMBbPGqPYnmhr,13/04/2016
6,15,13,0,1,YlrmiY9q1ERse1osket N8JN4xk5xVi0rpSFFpmdtVtJPNMrbXYkZ6lj0n K,14/09/2021
10,120,10,1,0,OjPuRpZMbtfZLtp2F7u4S1PGvLQOpnAWbHh8jPsksi7ume3njRPjetlJp67N,05/08/2021
3,93,7,0,4,qc3S6q601Ec4LloSv8i39GzTP8fUCGMIa voOQGLYg9CaE1nMAWh2T5 ibyR,27/05/2015
14,6,10,0,0,L99XAZAqpffa18EIiX7ETo4 4jZYn848C4sxXxREiGHzEJJvHPWtrvXvQlyi,18/01/2015
14,60,10,1,0,H1F4e5EBQUSzokxZli 0DNmBRB14njZ78sGBKoYj6oVsKnRerEfYutJMpdm3,14/09/2017
3,96,8,1,3,DhVCvuVupvdpeEMFQ4RIj724PLrUemqVjyOIiKhnHh 5exZSajIqAjhHKz6J,20/08/2011
12,62,8,0,1,FO90m8lmzEDFIvlbzXhNQxRuAHbxuaTjgTEZVl5DWjXKxrun9x96DddXPX1n,20/12/2021
13,98,10,0,0,IeYbeSsGoev3K0xlL6l6iy6Ui4bFY5GC6ckH54FyACKFJekZWrZb82QlP9uV,14/06/2012
15,42,10,1,0,lgVByfxNd09fCFgQTWY M5zFG1BByss73vWg0SBqkmXyegEM2dDHeYkVngn4,22/03/2019
10,53,10,1,3,A2UlCSVHIWdHo4qzlba8QqnSAsY47GHAoqWQ4Gtm7Qd5j3GG80CdxB6 xGYC,17/12/2020
8,63,3,0,2,CVf6Geid6xZwH6Si6PNodmaWIoIM1eMXzjXGHppufqnPTmPi9Js9HegsQcvV,08/05/2010
9,84,9,1,0,YVPs2lau3CoYm2aQJhNMyKBVeFDxAK5rNaJXBDFeQkoeJmLvuMlOArivUq5V,13/08/2011
17,118,2,0,2,ySQaGDEWoePphah5b0Al7am8ccUoHj 2r9K1mAjjKHRRiOhSYIPPZMuRdkqe,02/04/2018
17,64,12,1,4,ayyvmWb1tq3qKnQsxNxPHBySH0fIpv78vy1NRz4URC022S6DnfrAEiKKIfKf,08/07/2022
6,71,12,1,4, Un2YwmO9VCNNEdYWIz4WeVQCQ354Im8uw3VV4ND5gslhAqWXliGtJM2daz1,04/05/2013
7,73,3,1,0,DSGMW6I n24A7PDJkT9gEGP9ct8ixaFH8YEgdLhTopub8idEjMlx6kWeKBgm,05/07/2012
7,19,20,0,4,uqHhp85ghG 8fd IhP28XKQbzaEMqGyIhWprCfe3z0TBX WS6gZmlURAs6mR,14/08/2016
12,75,14,1,2,B6fV8hQnnEWp2toprQ4kmIJdaVbRdIAGgGO5HUgQTVkZU Li9TIlajAzUTSp,03/06/2020
2,83,4,0,2,FWJ4lASu CIym4lorWfbxxWoMJLjsixDjyN3uLrt4WjoYYr Ti7UaeWNWcvI,01/02/2011
10,97,6,0,2,gX7 SrUt7wPpNEPxVIZwFdZ0bbN9p1YX0g5aVmrVkkRfRXtB8KOwwRCXmZhR,23/12/2015
5,110,9,1,2,eDi qUVzsdTDEaIbAb4dfSHqUvoRGjnn2YFHLfTI7YnkOW75uSCo4MiTzvEs,15/12/2016
13,99,20,1,1,KG2nAvbvxs7uFUGSujSEpbuJn6iyRwD8e2HHAsUjRGmZllG7SE1X85fG1ISh,07/12/2012
17,11,20,0,1,FyK88iueQssY62NMN6hU6NRvjLMv1Yzhn1Wh8h8YCPJtGwEECbIjIPQ1cICU,22/12/2020
20,105,14,1,2,8S2xGZOjol5elIiG6m2 9FneiyYsScsqyDfxKLgKrwWJ6mKLRaoS6SGq626J,13/02/2017
3,43,7,0,3,y5d6EI1yATHxaZogcmNqgwElYbDdRRNbWwedvp4HL82UMvoICTBZI3rd1 Ts,27/04/2011
13,48,20,0,3,IBUqY37PQFbd4tXA17NtqJRWd8hJGggWf0pbWRj0MkKn6JafxkkgBk7XNAnL,15/02/2015
2,57,15,1,0,bS6tWY6YHyshGTWdTXW NhBz1m6s8hoM8W6 LqW2Gw6iNoLJ3kNVMiLa2Stp,21/08/2019
9,117,3,1,0,n0kFiPIxGnV4Q5XEEvJ7GFDptJZU30XI ytrSOy7wYv69Brhm18Nfo3X0aBp,11/06/2013
6,35,9,1,4,QGEW8wUm7M4Xm08KYTN63n4bdbj4ISBfEHzribxOegquhh btMlwtOPmBcwm,23/10/2018
4,33,11,0,2,4YYNqRTRDB0u0dPN0NlDg3wG6aIjeWPhjU9 0ISLsOWauFUCDHhNyWHwoGZ6,19/09/2012
10,83,15,0,0, oiIar86afaRJT4d88 ilbnINqTyf PHdzVXETX91yjN2A4l6uROdYg5c5mu,25/12/2015
19,47,8,0,3,RWFJy9OU928DwcQmhGPPZGB963I1belXcQEKcLP5WCpFUoIIM 4ucQvJN0p4,28/09/2016
6,105,2,1,4,Ao9g8aC ihoIV1Oz9Mn CKOTEGQKbV37LRN2icMXTcHX2LevJzhoPbPe0fbZ,28/03/2020
15,120,18,1,1,V57aFSsh0YEeUvF7j XuwScidmHk6OfI70BVaiO9YEExkpaLC8P5cls4yRFp,06/05/2021
10,32,7,1,1,9BrrvJnJq1LznnHLUfLPNO6VL4Mg g65FOIxEtuZbNxC7GmHqsyHjhq7jLkA,12/10/2020
16,96,17,0,2,DIAIT8ULLA4GWOhDYDV40tIyXwXmMWlXVeSo325F5yJMQTHldW0a46vJwIdV,01/11/2011
5,10,7,0,4,BdbwVqRsTxp2NLIvo16pmHxO5KKC0pHXqGKqAMYT3lX8eXM62qlEFNKZx0Gi,13/10/2013
18,66,13,1,3,yZjDzr25uTIEEYnr7QHZk xNOmGT0vh9oCGxEAZCMbuQBM9tnODSLivrFrSR,24/01/2014
7,59,17,0,4,rDUW4vZWYAvBl0Gu cOvmKbXlKEDleoXc0vaY7I7sMqtYUp2R0czGjD  WiA,22/10/2016
9,5,18,0,1,2yDa73HG8iBH EAClRSFTz3Fl0zlDu7f9QVum7RyCR GmDjpFT6cQdm0i8TZ,01/06/2017
1,86,13,0,3,tzuTYW5KUZ4irGvEukbVhn7j7JILvwaWDsXja3iJoCgRD1JL9YEws9idLFXa,09/02/2010
16,117,2,0,2,sUA8kaMUlIZ1wK4rSMdecyKRFCgLquH8t4z1Wx9YKdfCstybMtErGkVJVHGj,06/05/2018
11,21,18,0,0,3WB1AO9t3Jxt2NhFZHEgapGXg5ck3Q8ATfjCu5VWUv2JBXQoytDthJHIjcDN,08/04/2013
13,57,10,0,1,FRlbI6brEgUaWRoFUX3y9zDxBSZtyQAhjuFFXPONPx6CBJ3ckphG7Y3NNvy4,17/01/2020
5,15,11,1,0,0JEQcdSrlTgZlZ0PFjzVscVhbm0s3VE1VSMvtlZO0FWjhymwyGNeWeirYmPL,15/11/2011
13,43,20,0,0,zeY3HHUspcPahlDdAJmDTOgVrqjuywJHEKe2K27yUOuZGeqzOas3Z3NWI2LL,24/07/2021
5,77,15,1,3,jeRAPmvr2v4d2 AHvyNm6gM7mx6oLWSAkCBr2C4OlirPLq f3K8FwnpD 4AO,05/08/2020
6,79,6,0,2,1hA5TvW9h2ngkZVsHiCerbT8eE8FPYb wWRuBZkTLxA3 Zusc3jBqox7TBTm,09/04/2017
13,32,8,1,2,mDeI1rw 1nLtiBTLqteRGU6b9uQgUx6bij3y2LtRgXsRQSEzHbRAHz3ccRv0,10/12/2021
5,119,17,0,4,5jzz72LQlAWNLqsepRRwGOnBv5YTzlxjolL7pDNYOnCk9B58RzpOztiKf43G,21/12/2018
11,14,6,1,3,REeH75wqRTs1OsRQHjnjx8msr4kxMigdGUtW2zRqAcU KiC65unhJX1jsax3,12/03/2016
2,16,12,1,2,UegWgkT1sXIK7oBdEhZVnr42Wjz4MMNpeiSg6W8ysjGA5XYFJmhtHGVpgTDw,17/09/2018
7,46,6,1,4,eM3a l40I0LUokryfeACL72C4Pcf0JsNeXssCAMAF0i8Ec2Ar7olsAAAYLcd,02/01/2014
5,10,19,0,4,WScL8U5JlsQQurAcGngcypQ1McEEb2vSwKVn6KSPWaFZQ4Bu1133hCcnfJgF,23/11/2022
8,53,11,1,0,J9SH0hGuBYIjv7zr8LNFZRE3dC734vjieFI2H2pUeWL56zM57RBJE0SNio0I,01/11/2020
14,90,3,0,2,TBpB9BW5JUogb2TQy7Dr27dEUe0zwotwE7riDBIViN1H25q8WkMXd6mZ3eGP,05/09/2011
1,111,12,1,4,E7cIu2Z4BiflKM59yml3aRhshl9N9w9gWB5maz9ooZvJ71KpVMXGta3nIdZS,11/05/2010
20,25,1,1,1,vCGIOnHm5FEjgiEY GfxAl3pH4XkL6eFtYb3 itZgqdlGv6yCv9YCiPXl6LW,06/10/2011
5,9,14,1,0,2zfrMf1ulQwkp4FcWWr XIUFaO1yLjDz2WuPmwmHmsY1msHAhtCGHzUlnbmd,10/02/2016
6,47,11,0,4,GeitaFSjVE4MgQev39nzh3JbeO4R29IJ4JQEoaAd7u3Cva2PddRsMR3Wv1Le,04/03/2021
5,28,5,0,3,4sic0Tezo Nyu1 zvVGif rOSOhXTe3eRcyeln2BfjJIgGbKei1LqP2ltgGk,09/03/2021
3,44,8,1,4,fmTXmdSfriWsITrXPQIoTXy0 hA P4DrhG1I FoIbtOsmZ5bIdMalGfGbHkW,14/12/2015
19,92,15,0,3,QA9boSbZoiOydcoaplqsqlKr2e1YlJexMNiEzpXym4IEG8KwJ8KBRCdmcx1I,25/01/2021
16,37,10,0,0,Dhz6jkcePj Jz1a4ymkIgeD1mfpZNVnka4lqsxeaG5r4VU n3Yj4hZRcjt4G,18/07/2013
18,80,16,0,1,as4QmNnlQyCyTeP1rmHmsbe8hP80l2nRLjAEfNH0uSVbhaUsH54LQSSwxm8a,11/09/2019
14,10,6,1,3,9iHhBynv5cPLa7Jm81J4SQa44 UnqDwFXfVe6HItQqllt6KFKSWrzCGOSGYA,08/04/2016
11,71,6,1,3,wIrvAgrirBt1A0VDcUienAnMSueljBCxFMvB3C2tAhe1AyjrlP6QWDrUSA0q,22/07/2012
1,27,14,0,0,GdYHc5pBuuAkntfBYJNJtrk38zKYxnPnJRb wf4dTK5GoqMkChh26QkvKeh5,09/10/2019
2,64,20,0,0,BUSiZHN5M244I2nkxeceLrWRXdoonXKyzv5MJ4QpplX0Pb0VITZdDeLgkTjp,09/07/2020
16,101,18,0,4,A i2G0I8DdDQUrgRqzZfhqViRCLTLyz632VMJV8QhoHbpBmbdo cTSc7bgDB,17/02/2014
18,36,10,0,4,B9TUcC0dK n2uwQWHjmJ22PnEVfWZxcT9xjqKTkt QIFI k8Xg51IcPAQ1K1,20/10/2021
19,76,7,1,3,tc0Ukih1Tn3jGCtQ3Nvt1xLJ9MX8asctJn6z37Yubr8QW0J66EIGQcCtQOae,05/03/2011
18,2,18,0,0,2uyDUgTjvMs8aWjFWU3EcfFGQbkqsHqrog snFHFGXZ9toSHo8mr7X2EP21B,16/09/2011
17,99,14,1,4,tDWqkudaUS 4yz9EhRMEMDtqdowOdZRsXyzmjvHCV3r6MQeTFycSYE01S5mw,13/11/2013
19,52,9,1,3,xNF98QIzOdcHvd1aOZX n2rq8FL E76LMROIxX8eGrNcCyzzF4SlNHGeNJct,14/11/2015
7,104,1,1,1,h zT76WSwMFzeRyZn9Ygxz6PAP9yL012JX9HGwMVEZUv9lQr7HZ6SenzycJE,27/11/2011
5,70,18,0,0,lOgdJ0spOsWdXuTYrE5WupfjRVUbnczslLHzIQjYEKA9EmTla6sW7qA7b9Zx,11/11/2013
18,60,11,1,2,km9JXFo8wG29H5J8ezYdNrWmO3NJQtuWMLVteEj9FgGzNE7bJRv9kB7rWrVu,16/01/2011
20,95,5,1,2,5hGX aRMHQzI JARND1JeqHQkKbCkBf3eKa2nxEtJfQd7y1l5l4ozIndcQ7F,22/07/2020
12,9,6,0,0,ebqLUcxfFmUhdaMBVnWwQv1IaDzvcEC1lTJqPKLvJFNyzMEEIcgWRb48ksFS,16/01/2018
6,116,1,1,3,ox0JmpTXxFvWlYTd9C9g2SpcdyJgHs5NySuqwpWsOV2eps5hnKulHTWq3PD ,16/03/2016
8,99,12,1,3,M9m6MBWIiW8Hyh6vxSq9pkVtstgeNT1Wf0bgrXuB5U1pObYuT8h 0A5 Eimo,13/11/2014
13,57,5,0,2,FjXfn6NAykKqUZ23grgd5u9cSbOWUqg3QHRb2FU0FPMWR25Xco6DUZIv94t9,09/06/2016
10,29,16,1,0,SeQ01dJmh3lZc490GpU8sUJogmYDkYn5bi8vxlHZluLTF0nPcmcSF5pu7tsu,26/08/2015
10,66,9,1,3,l471XCekk6dPV515 0N1tx5W4CcEl9kUOOgFmKyr70qudEfz2a4p9MP6frsR,17/03/2017
18,9,18,0,0,GVPHlWJSTLbcufmSbCPAWlhcyhb9GOToxq9f2opSMe4NBPryKKqVl8 TCsXV,16/05/2014
4,12,17,0,1,62whpTerdGYeg9MZlziwTpDF e0Y lToNb2eui1viiqVI604Q9h4AgaeOR33,03/07/2014
12,117,17,0,0,Di74gxb6thXTtN9N3N5Gd jGBE73z 8qrGtWjBJlaVIDXorXbkxeBl79rMKX,12/05/2011
16,56,3,1,1,pNqyj4BhCBsu4uPIUSBUjKtZszaSh5v79JDp5vW0hNsNGSAFud6BjDq6gwlQ,21/12/2010
11,43,12,0,3,9K DB1qObBCC6Obrk WAOfvnAoimLyw9SP31isudqnLGsfL5aroHxRJmdtR0,10/03/2019
5,69,14,1,4,8wc2Z4CwT5k7FO96rkxZkqT8PAFTxH5HNILIVmr6vCuBpOlB3f1tifOR3Lw4,19/06/2016
14,90,7,1,2,alsHORIeoHYbk4WLGXmD14ft0pVD7kKnm9xgQ2YjYfWi6WfpJ2pDXBZ0FXYD,21/06/2010
1,43,16,0,0, JBisp8Li6rKLN6R3w0s1dr4Fe71tkP09bWk8VNQQJ ICr3lJFrSznpLKzXE,07/10/2015
4,63,16,1,0,g JWi0xR9epY7vPiFyZXfQp6JWQvLBDpP5NNQ9hRrbbSx 8W1noejjEC7xnQ,23/05/2017
14,108,16,0,2,zB7jDIqBWL0XKDfXOrf3SDn757JUE1tilZ5FIUuqYsLyyWX3Werkc2Uv6Sm6,19/12/2014
19,63,7,1,2,IgR9wVY5 47k7ftOKHE1e4GfSOxBndBP1T1wjohmc4mj8hhcKIxz6V27wqqn,19/11/2022
8,39,11,1,4,RsVy9MbXLw6ftWv2Doefq8fqKIoycHiwYtjopkrcL5aetbWSUy XCXRnffaM,24/04/2011
7,26,15,0,1,83sYowvLYldyI4pncLmmAaRk2zakCMweMaW iH63YIiPZA Fxmk vm4Cv60s,15/08/2015
7,16,7,1,1,6pJKwvS lVK z0VJzeCFCqO9eDooQjKueufccaFF6e594crlOQ BFnsu5TAJ,16/08/2016
14,39,17,0,1,ckFFTT9RZUMZRivH5zvmHUXylbQPqvWqTqjQccAXIx01NmTcEbNyvuI5KEtG,24/12/2018
13,99,18,1,2,R7KSTsTJT7sV73yd8pVXhjA WGFlgxMbMQWbHbblLy4pX0rPZvcfOeHMA3u0,28/05/2019
4,59,4,1,2,EfFf8 0zOHkoNsd5Jbq21RrcOLxfhYEFHCPi8BFeCRtiEfeKwWf2JEaaJr35,05/05/2020
1,11,10,0,2,eQb4LnZLL9lTnSgnVVr6P5YeVEk8HBJ jXXgcGsMawcbjYmKb3r5c2md0iiN,12/08/2011
10,94,11,0,1,7SOLaeo0WklvfCOc3mecqflhFf2rYrRai4jhEd7WNiicHW2h67Qc7aA661ye,25/08/2020
2,51,3,0,1,0hWBrhFxZbevAELTcAsAvSJnuAhiZFRgo90npEjCf85TOtR8 UJJQmrMpeq1,14/10/2015
1,114,19,1,1,O4uwiEFV4AjD9EjEyQ3 OuEEhMPW zgTi1HZJlLQS9bK286N3UiE0GSnQLD7,02/01/2019
4,47,2,0,1,BZlu3JqQb1wMaafbSKiUjXAAzth085NtlpIjA3XsWYGIcVRYTprrJB47XJwn,12/11/2012
1,40,18,0,4, n78TzcmflfVyi06WZdWGEBzv96c QnZwTKs0T9OohWJeWf4P 2Y5ET9 jZ8,19/12/2022
13,99,13,0,0,nuaxSIFjernYtTjUyLB1u1YusrFbzwaow5GsWvb3kUHV9IMMUFZUPYzSwtXx,13/11/2019
2,102,4,1,2,gWDDizdjFwD4Xq1zdWf03XVVxbmxWkgO5Er15EbgQresiejC0GqDx3 ZAD6i,11/07/2021
8,118,9,0,3,iVSguT0Vbp5LXd5iDOCEtGROtTtmFzxTOqNMgGK8JQjSh ep3TOJrd0lv ds,26/05/2022
2,52,7,0,3,qYzHljTmaMCOhTrUn0Sq7pncQNZ7jrkMLW7InZnytPsKlny7vDGv9qdSwUXk,12/11/2019
4,24,4,1,1,JUigfneezhFFlGAKkTw0IB8kGqtT0A1pVXmmkGkpWMdZMDnt7xp6eiloZ8Vx,16/09/2018
1,6,19,0,3,xPCCnTeGECBK9a2UPO8Q4vi6J13t6jMwwuKAyNnhEsRKGMNFlUxklS3xJIn1,09/09/2016
4,77,12,0,0,o8sbp4INr3u4s6yfwy1hSSIZ06zTsl5mhICp7EyG1OhGS7rLMmPe3oHPHhi9,14/06/2020
